DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2024-03-26	38412862	Suhre K	2024-02-20	Cell Genom	www.ncbi.nlm.nih.gov/pubmed/38412862	Genetic associations with ratios between protein levels detect new pQTLs and reveal protein-protein interactions.	EFEMP1/FSTL3 protein level ratio	43,509 European ancestry individuals	NA	2p16.1	2	55759933		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		66070	106034	rs6755214-?	rs6755214	0	6755214	regulatory_region_variant	1	NR	3E-85	84.52287874528034		0.145258	[0.13-0.16] increase	Affymetrix [509492]	N	blood protein measurement	http://www.ebi.ac.uk/efo/EFO_0007937	GCST90314595	Genome-wide genotyping array
2024-03-26	38412862	Suhre K	2024-02-20	Cell Genom	www.ncbi.nlm.nih.gov/pubmed/38412862	Genetic associations with ratios between protein levels detect new pQTLs and reveal protein-protein interactions.	EFEMP1/IL18BP protein level ratio	43,509 European ancestry individuals	NA	2p16.1	2	55812964		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		119101	53003	rs10199082-?	rs10199082	0	10199082	intergenic_variant	1	NR	2E-103	102.69897000433602		0.205661	[0.19-0.22] decrease	Affymetrix [509492]	N	blood protein measurement	http://www.ebi.ac.uk/efo/EFO_0007937	GCST90314596	Genome-wide genotyping array
2024-03-26	38412862	Suhre K	2024-02-20	Cell Genom	www.ncbi.nlm.nih.gov/pubmed/38412862	Genetic associations with ratios between protein levels detect new pQTLs and reveal protein-protein interactions.	EFEMP1/TGFBR3 protein level ratio	43,509 European ancestry individuals	NA	2p16.1	2	55812964		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		119101	53003	rs10199082-?	rs10199082	0	10199082	intergenic_variant	1	NR	9E-107	106.04575749056067		0.20739	[0.19-0.23] decrease	Affymetrix [509492]	N	blood protein measurement	http://www.ebi.ac.uk/efo/EFO_0007937	GCST90314597	Genome-wide genotyping array
2021-09-08	33768542	Liu Y	2021-03-26	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/33768542	Class II HLA Variants Associate with Risk of Pegaspargase Hypersensitivity.	Asparaginase hypersensitivity in acute lymphoblastic leukemia	310 African ancestry individuals, 798 Native American individuals, 112 Asian ancestry individuals, 387 individuals	NA	2p16.1	2	55753885	NR	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		60022	112082	rs201196726-G	rs201196726	0	201196726	intergenic_variant	1	NR	1E-6	6.0		6.48		Illumina [NR] (imputed)	N	asparaginase hypersensitivity	http://www.ebi.ac.uk/efo/EFO_0004881	GCST012341	Genome-wide genotyping array
2024-03-26	38412862	Suhre K	2024-02-20	Cell Genom	www.ncbi.nlm.nih.gov/pubmed/38412862	Genetic associations with ratios between protein levels detect new pQTLs and reveal protein-protein interactions.	DSC2/EFEMP1 protein level ratio	43,509 European ancestry individuals	NA	2p16.1	2	55812964		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		119101	53003	rs10199082-?	rs10199082	0	10199082	intergenic_variant	1	NR	3E-98	97.52287874528034		0.209151	[0.19-0.23] increase	Affymetrix [509492]	N	blood protein measurement	http://www.ebi.ac.uk/efo/EFO_0007937	GCST90314555	Genome-wide genotyping array
2024-03-26	38412862	Suhre K	2024-02-20	Cell Genom	www.ncbi.nlm.nih.gov/pubmed/38412862	Genetic associations with ratios between protein levels detect new pQTLs and reveal protein-protein interactions.	DLL1/EFEMP1 protein level ratio	43,509 European ancestry individuals	NA	2p16.1	2	55812964		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		119101	53003	rs10199082-?	rs10199082	0	10199082	intergenic_variant	1	NR	2E-115	114.69897000433602		0.214765	[0.2-0.23] increase	Affymetrix [509492]	N	blood protein measurement	http://www.ebi.ac.uk/efo/EFO_0007937	GCST90314494	Genome-wide genotyping array
2024-03-26	38412862	Suhre K	2024-02-20	Cell Genom	www.ncbi.nlm.nih.gov/pubmed/38412862	Genetic associations with ratios between protein levels detect new pQTLs and reveal protein-protein interactions.	CST3/EFEMP1 protein level ratio	43,509 European ancestry individuals	NA	2p16.1	2	55759933		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		66070	106034	rs6755214-?	rs6755214	0	6755214	regulatory_region_variant	1	NR	1E-114	114.0		0.157779	[0.14-0.17] decrease	Affymetrix [509492]	N	blood protein measurement	http://www.ebi.ac.uk/efo/EFO_0007937	GCST90314292	Genome-wide genotyping array
2021-09-27	33830181	Tideman JWL	2021-04-08	JAMA Ophthalmol	www.ncbi.nlm.nih.gov/pubmed/33830181	Evaluation of Shared Genetic Susceptibility to High and Low Myopia and Hyperopia.	Low myopia vs hyperopia	11,197 European ancestry low myopia cases, 10,828 European ancestry hyperopia cases	NA	2p16.1	2	55815495	NR	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		121632	50472	rs11687514-?	rs11687514	0	11687514	intergenic_variant	1	NR	2E-6	5.698970004336019		0.101248	[0.06-0.143] unit decrease	NR [13958389] (imputed)	N	Hypermetropia, Myopia	http://purl.obolibrary.org/obo/HP_0000540, http://purl.obolibrary.org/obo/HP_0000545	GCST012400	Genome-wide genotyping array
2022-02-15	35078996	Gudjonsson A	2022-01-25	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35078996	A genome-wide association study of serum proteins reveals shared loci with common diseases.	Serum levels of protein EFEMP1	5,346 Icelandic ancestry individuals	NA	2p16.1	2	55805864		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		112001	60103	rs12615158-T	rs12615158	0	12615158	intergenic_variant	1	0.1861	1E-18	18.0		0.187916	[0.15-0.23] unit increase	Illumina [7506463] (imputed)	N	blood protein measurement	http://www.ebi.ac.uk/efo/EFO_0007937	GCST90090216	Genome-wide genotyping array
2023-05-11	37106081	Schoeler T	2023-04-27	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/37106081	Participation bias in the UK Biobank distorts genetic associations and downstream analyses.	Height (standard GWA)	283,749 European ancestry individuals	NA	2p16.1	2	55700978		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		7115	164989	rs782645-G	rs782645	0	782645	intergenic_variant	1	NR	2E-11	10.698970004336019		0.40386	[0.29-0.52] unit decrease	NR [7296935] (imputed)	N	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90267284	Genome-wide genotyping array
2023-04-14	36395887	Moore A	2022-11-14	J Biol Chem	www.ncbi.nlm.nih.gov/pubmed/36395887	Genome-wide metabolite quantitative trait loci analysis (mQTL) in red blood cells from volunteer blood donors.	RBC levels of [Similar to: gamma-Glutamylcysteine; deltaMass: -146.3080 Da]	243 individuals	NA	2p16.1	2	55831837		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		137974	34130	rs79461963-T	rs79461963	0	79461963	intergenic_variant	1	0.97	2E-8	7.698970004336019		1.49	[0.98-2] unit increase	NR [811782] (imputed)	N	metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0004725	GCST90267425	Genome-wide genotyping array
2019-04-29	30255771	Sarnowski C	2018-09-17	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/30255771	Investigation of parent-of-origin effects induced by fenofibrate treatment on triglycerides levels.	Triglyceride levels (parental genotype effect)	173 European ancestry families	NA	2p16.1	2	55939938	intergenic	EFEMP1 - RN7SKP208	ENSG00000115380	ENSG00000202344		15799	11716	rs2903839-?	rs2903839	0	2903839	intergenic_variant	1	NR	3E-7	6.522878745280337	(paternal & maternal alleles modelled separately)			Affymetrix [715787]	N	triglyceride measurement, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0005939	GCST007658	Genome-wide genotyping array
2019-04-29	30255771	Sarnowski C	2018-09-17	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/30255771	Investigation of parent-of-origin effects induced by fenofibrate treatment on triglycerides levels.	Triglyceride levels (parental genotype effect)	173 European ancestry families	NA	2p16.1	2	55939938	intergenic	EFEMP1 - RN7SKP208	ENSG00000115380	ENSG00000202344		15799	11716	rs2903839-?	rs2903839	0	2903839	intergenic_variant	1	NR	2E-7	6.698970004336019	(difference between paternal and maternal transmissions)			Affymetrix [715787]	N	triglyceride measurement, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0005939	GCST007658	Genome-wide genotyping array
2019-04-29	30255771	Sarnowski C	2018-09-17	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/30255771	Investigation of parent-of-origin effects induced by fenofibrate treatment on triglycerides levels.	Triglyceride levels (parental genotype effect)	173 European ancestry families	NA	2p16.1	2	55939938	intergenic	EFEMP1 - RN7SKP208	ENSG00000115380	ENSG00000202344		15799	11716	rs2903839-?	rs2903839	0	2903839	intergenic_variant	1	NR	2E-6	5.698970004336019	(maternal effect)			Affymetrix [715787]	N	triglyceride measurement, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0005939	GCST007658	Genome-wide genotyping array
2018-10-10	30054594	MacGregor S	2018-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30054594	Genome-wide association study of intraocular pressure uncovers new pathways to glaucoma.	Intraocular pressure	133,492 European ancestry individuals	NA	2p16.1	2	55816667	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		122804	49300	rs4672075-?	rs4672075	0	4672075	intergenic_variant	1	NR	4E-9	8.397940008672037		0.0752	[0.05-0.1] unit decrease	Affymetrix, Illumina [up to 40000000] (imputed)	N	intraocular pressure measurement	http://www.ebi.ac.uk/efo/EFO_0004695	GCST006394	Genome-wide genotyping array
2023-02-16	36584111	Ahmed WU	2022-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/36584111	Shared genetic architecture of hernias: A genome-wide association study with multivariable meta-analysis of multiple hernia phenotypes.	Hiatus hernia	32,298 European ancestry cases, 161,490 European ancestry controls	NA	2p16.1	2	55812900		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		119037	53067	rs10207635-T	rs10207635	0	10207635	intergenic_variant	1	0.13	1E-8	8.0		0.07	[1.05-1.1]	Affymetrix [8397536] (imputed)	N	Hiatus hernia	http://purl.obolibrary.org/obo/HP_0002036	GCST90245892	Genome-wide genotyping array
2023-02-16	36584111	Ahmed WU	2022-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/36584111	Shared genetic architecture of hernias: A genome-wide association study with multivariable meta-analysis of multiple hernia phenotypes.	Hernia (two or more subtypes)	5,219 European ancestry cases, 26,095 European ancestry controls	NA	2p16.1	2	55812964		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		119101	53003	rs10199082-C	rs10199082	0	10199082	intergenic_variant	1	0.14	2E-10	9.698970004336019		1.29	[1.22-1.37]	Affymetrix [8397536] (imputed)	N	Hernia	http://purl.obolibrary.org/obo/HP_0100790	GCST90245893	Genome-wide genotyping array
2023-02-16	36584111	Ahmed WU	2022-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/36584111	Shared genetic architecture of hernias: A genome-wide association study with multivariable meta-analysis of multiple hernia phenotypes.	Hernia (any subtypes)	62,637 European ancestry cases, 313,185 European ancestry controls	NA	2p16.1	2	55821809		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		127946	44158	rs75439645-A	rs75439645	0	75439645	intergenic_variant	1	0.13	2E-38	37.69897000433602		1.12	[1.1-1.14]	Affymetrix [8397536] (imputed)	N	Hernia	http://purl.obolibrary.org/obo/HP_0100790	GCST90245894	Genome-wide genotyping array
2022-12-02	34989438	Zhu X	2022-01-06	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/34989438	Genome-wide pleiotropy analysis identifies novel blood pressure variants and improves its polygenic risk scores.	Blood pressure (pleiotropy model 2 SBP adjusted for estimated causal effects x DBP)	757,601 European ancestry individuals, 318,891 European ancestry, African American or Afro-Caribbean, Native American ancestry, Asian ancestry individuals	NA	2p16.1	2	55853244		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		159381	12723	rs58680090-?	rs58680090	0	58680090	intergenic_variant	1	NR	3E-10	9.522878745280337				NR [7100000] (imputed)	N	diastolic blood pressure, systolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0006335	GCST90239829	Genome-wide genotyping array
2022-12-02	34989438	Zhu X	2022-01-06	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/34989438	Genome-wide pleiotropy analysis identifies novel blood pressure variants and improves its polygenic risk scores.	Blood pressure (pleiotropy model 1 DBP adjusted for estimated causal effects x SBP)	757,601 European ancestry individuals, 318,891 European ancestry, African American or Afro-Caribbean, Native American ancestry, Asian ancestry individuals	NA	2p16.1	2	55853244		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		159381	12723	rs58680090-?	rs58680090	0	58680090	intergenic_variant	1	NR	6E-11	10.221848749616356				NR [7100000] (imputed)	N	diastolic blood pressure, systolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0006335	GCST90239828	Genome-wide genotyping array
2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability (MTAG)	670,471 European ancestry individuals	NA	2p16.1	2	55794016	Intergenic	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		100153	71951	rs145363329-T	rs145363329	0	145363329	intergenic_variant	1	0.0281	2E-8	7.698970004336019	(MTAG)	0.0304	[0.02-0.041] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N	mathematical ability	http://www.ebi.ac.uk/efo/EFO_0004875	GCST006569	Genome-wide genotyping array
2018-05-11	29617998	Gao XR	2018-03-28	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29617998	Genome-Wide Association Analyses Identify New Loci Influencing Intraocular Pressure.	Intraocular pressure	115,486 European ancestry individuals	NA	2p16.1	2	55816667	PNPT1, EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		122804	49300	rs4672075-C	rs4672075	0	4672075	intergenic_variant	1	0.5692	6E-17	16.221848749616356		0.11	[0.083-0.137] unit decrease	Affymetrix [~ 11900000] (imputed)	N	intraocular pressure measurement	http://www.ebi.ac.uk/efo/EFO_0004695	GCST005580	Genome-wide genotyping array
2018-05-11	29617998	Gao XR	2018-03-28	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29617998	Genome-Wide Association Analyses Identify New Loci Influencing Intraocular Pressure.	Intraocular pressure	115,486 European ancestry individuals	NA	2p16.1	2	55825960	PNPT1, EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		132097	40007	rs7572523-A	rs7572523	0	7572523	intergenic_variant	1	0.5666	8E-17	16.096910013008056		0.11	[0.083-0.137] unit decrease	Affymetrix [~ 11900000] (imputed)	N	intraocular pressure measurement	http://www.ebi.ac.uk/efo/EFO_0004695	GCST005580	Genome-wide genotyping array
2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability	564,698 European ancestry individuals	NA	2p16.1	2	55791016	Intergenic	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		97153	74951	rs182311061-A	rs182311061	0	182311061	intergenic_variant	1	0.972	2E-8	7.698970004336019		0.0334	[0.022-0.045] unit increase	Affymetrix, Illumina [10000000] (imputed)	N	mathematical ability	http://www.ebi.ac.uk/efo/EFO_0004875	GCST006573	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	A body shape index	186,825 British ancestry men	NA	2p16.1	2	55834678	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		140815	31289	rs10187329-C	rs10187329	0	10187329	intergenic_variant	1	NR	9E-9	8.045757490560675		0.0333385	[0.022-0.045] unit increase	Affymetrix [323858] (imputed)	N	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST012231	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55947509	RN7SKP208	EFEMP1 - RN7SKP208	ENSG00000115380	ENSG00000202344		23370	4145	rs4671265-A	rs4671265	0	4671265	intergenic_variant	1	NR	1E-11	11.0		0.0230008	[0.016-0.03] unit increase	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55944847	RN7SKP208	EFEMP1 - RN7SKP208	ENSG00000115380	ENSG00000202344		20708	6807	rs79488259-T	rs79488259	0	79488259	intergenic_variant	1	NR	4E-8	7.3979400086720375		0.0349871	[0.023-0.047] unit increase	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55748918	PNPT1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		55055	117049	rs11125595-C	rs11125595	0	11125595	intergenic_variant	1	NR	1E-10	10.0		0.0193381	[0.013-0.025] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55759933	PNPT1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		66070	106034	rs6755214-G	rs6755214	0	6755214	regulatory_region_variant	1	NR	2E-18	17.69897000433602		0.026689	[0.021-0.033] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55792020	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		98157	73947	rs181317374-T	rs181317374	0	181317374	intergenic_variant	1	NR	8E-12	11.096910013008056		0.0525816	[0.038-0.068] unit increase	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55863337	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		169474	2630	rs56666949-T	rs56666949	0	56666949	regulatory_region_variant	1	NR	2E-12	11.698970004336019		0.0311832	[0.023-0.04] unit increase	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55763869	PNPT1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		70006	102098	rs13424210-A	rs13424210	0	13424210	intergenic_variant	1	NR	3E-14	13.522878745280337		0.0409774	[0.03-0.052] unit increase	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55770413	PNPT1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		76550	95554	rs13429677-G	rs13429677	0	13429677	intergenic_variant	1	NR	1E-20	20.0		0.03944	[0.031-0.048] unit increase	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55766674	PNPT1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		72811	99293	rs72920755-A	rs72920755	0	72920755	intergenic_variant	1	NR	4E-13	12.397940008672037		0.0419967	[0.031-0.053] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55783423	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		89560	82544	rs11684367-T	rs11684367	0	11684367	intergenic_variant	1	NR	4E-11	10.397940008672037		0.0219919	[0.015-0.029] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55783668	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		89805	82299	rs4355154-G	rs4355154	0	4355154	intergenic_variant	1	NR	6E-19	18.221848749616356		0.0265446	[0.021-0.032] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55809661	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		115798	56306	rs6545522-A	rs6545522	0	6545522	intergenic_variant	1	NR	1E-13	13.0		0.0228425	[0.017-0.029] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55793295	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		99432	72672	rs183533030-A	rs183533030	0	183533030	intergenic_variant	1	NR	4E-9	8.397940008672037		0.0405346	[0.027-0.054] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55820378	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		126515	45589	rs76387685-G	rs76387685	0	76387685	intergenic_variant	1	NR	5E-8	7.301029995663981		0.0328207	[0.021-0.045] unit increase	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	2p16.1	2	55818780	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		124917	47187	rs9753383-G	rs9753383	0	9753383	intergenic_variant	1	NR	9E-32	31.045757490560675		0.0373552	[0.031-0.044] unit decrease	Affymetrix [321016] (imputed)	N	BMI-adjusted hip circumference	http://www.ebi.ac.uk/efo/EFO_0008039	GCST90020028	Genome-wide genotyping array
